date,store_id,daily_sales,promotion_active,store_size,city_population,is_weekend,day_of_week,month,quarter,days_since_start
2023-05-26,store_001,26187.29,0,large,500000,0,4,5,2,875
2023-05-27,store_001,30257.02,0,large,500000,1,5,5,2,876
2023-05-28,store_001,29654.71,0,large,500000,1,6,5,2,877
2023-05-29,store_001,20328.3,0,large,500000,0,0,5,2,878
2023-05-30,store_001,21696.13,0,large,500000,0,1,5,2,879
2023-05-31,store_001,18775.46,0,large,500000,0,2,5,2,880
2023-06-01,store_001,21684.8,0,large,500000,0,3,6,2,881
2023-06-02,store_001,25123.32,0,large,500000,0,4,6,2,882
2023-06-03,store_001,28722.92,0,large,500000,1,5,6,2,883
2023-06-04,store_001,29853.09,0,large,500000,1,6,6,2,884
2023-06-05,store_001,18129.71,0,large,500000,0,0,6,2,885
2023-06-06,store_001,22657.95,0,large,500000,0,1,6,2,886
2023-06-07,store_001,22411.89,0,large,500000,0,2,6,2,887
2023-06-08,store_001,21965.4,0,large,500000,0,3,6,2,888
2023-06-09,store_001,21343.79,0,large,500000,0,4,6,2,889
2023-06-10,store_001,29634.43,0,large,500000,1,5,6,2,890
2023-06-11,store_001,32042.02,0,large,500000,1,6,6,2,891
2023-06-12,store_001,21716.64,0,large,500000,0,0,6,2,892
2023-06-13,store_001,22449.48,0,large,500000,0,1,6,2,893
2023-06-14,store_001,22214.61,0,large,500000,0,2,6,2,894
2023-06-15,store_001,24169.81,0,large,500000,0,3,6,2,895
2023-06-16,store_001,23178.63,0,large,500000,0,4,6,2,896
2023-06-17,store_001,30948.36,0,large,500000,1,5,6,2,897
2023-06-18,store_001,34936.55,0,large,500000,1,6,6,2,898
2023-06-19,store_001,22550.4,0,large,500000,0,0,6,2,899
2023-06-20,store_001,24436.08,0,large,500000,0,1,6,2,900
2023-06-21,store_001,22898.69,0,large,500000,0,2,6,2,901
2023-06-22,store_001,17588.84,0,large,500000,0,3,6,2,902
2023-06-23,store_001,24339.6,0,large,500000,0,4,6,2,903
2023-06-24,store_001,30505.59,0,large,500000,1,5,6,2,904
2023-06-25,store_001,29897.03,0,large,500000,1,6,6,2,905
2023-06-26,store_001,22035.63,0,large,500000,0,0,6,2,906
2023-06-27,store_001,20659.18,0,large,500000,0,1,6,2,907
2023-06-28,store_001,21845.67,0,large,500000,0,2,6,2,908
2023-06-29,store_001,20060.71,0,large,500000,0,3,6,2,909
2023-06-30,store_001,23995.54,0,large,500000,0,4,6,2,910
2021-01-01,store_002,6229.53,0,medium,200000,0,4,1,1,0
2021-01-02,store_002,7902.56,0,medium,200000,1,5,1,1,1
2021-01-03,store_002,7480.66,0,medium,200000,1,6,1,1,2
2021-01-04,store_002,6532.44,0,medium,200000,0,0,1,1,3
2021-01-05,store_002,6501.99,0,medium,200000,0,1,1,1,4
2021-01-06,store_002,6652.92,0,medium,200000,0,2,1,1,5
2021-01-07,store_002,5766.12,0,medium,200000,0,3,1,1,6
2021-01-08,store_002,5416.24,0,medium,200000,0,4,1,1,7
2021-01-09,store_002,8939.73,0,medium,200000,1,5,1,1,8
2021-01-10,store_002,9697.57,0,medium,200000,1,6,1,1,9
2021-01-11,store_002,5850.18,0,medium,200000,0,0,1,1,10
2021-01-12,store_002,7583.78,0,medium,200000,0,1,1,1,11
2021-01-13,store_002,6755.04,0,medium,200000,0,2,1,1,12
2021-01-14,store_002,6589.18,0,medium,200000,0,3,1,1,13
2021-01-15,store_002,6356.4,0,medium,200000,0,4,1,1,14
2021-01-16,store_002,7443.27,0,medium,200000,1,5,1,1,15
2021-01-17,store_002,9530.69,0,medium,200000,1,6,1,1,16
2021-01-18,store_002,6179.63,0,medium,200000,0,0,1,1,17
2021-01-19,store_002,6202.06,0,medium,200000,0,1,1,1,18
2021-01-20,store_002,7424.35,0,medium,200000,0,2,1,1,19
2021-01-21,store_002,5505.39,0,medium,200000,0,3,1,1,20
2021-01-22,store_002,5773.33,0,medium,200000,0,4,1,1,21
2021-01-23,store_002,8875.83,0,medium,200000,1,5,1,1,22
2021-01-24,store_002,9191.91,0,medium,200000,1,6,1,1,23
2021-01-25,store_002,7233.27,0,medium,200000,0,0,1,1,24
2021-01-26,store_002,6719.73,0,medium,200000,0,1,1,1,25
2021-01-27,store_002,8720.07,0,medium,200000,0,2,1,1,26
2021-01-28,store_002,6830.5,0,medium,200000,0,3,1,1,27
2021-01-29,store_002,6858.73,0,medium,200000,0,4,1,1,28
2021-01-30,store_002,8437.0,0,medium,200000,1,5,1,1,29
2021-01-31,store_002,9322.82,0,medium,200000,1,6,1,1,30
2021-02-01,store_002,7553.08,0,medium,200000,0,0,2,1,31
2021-02-02,store_002,8007.96,0,medium,200000,0,1,2,1,32
2021-02-03,store_002,6110.8,0,medium,200000,0,2,2,1,33
2021-02-04,store_002,7035.41,0,medium,200000,0,3,2,1,34
2021-02-05,store_002,7569.49,0,medium,200000,0,4,2,1,35
2021-02-06,store_002,10018.28,0,medium,200000,1,5,2,1,36
2021-02-07,store_002,9512.5,0,medium,200000,1,6,2,1,37
2021-02-08,store_002,7744.7,0,medium,200000,0,0,2,1,38
2021-02-09,store_002,6783.12,0,medium,200000,0,1,2,1,39
2021-02-10,store_002,8569.37,0,medium,200000,0,2,2,1,40
2021-02-11,store_002,8188.01,0,medium,200000,0,3,2,1,41
2021-02-12,store_002,6476.74,0,medium,200000,0,4,2,1,42
2021-02-13,store_002,8722.54,0,medium,200000,1,5,2,1,43
2021-02-14,store_002,8790.7,0,medium,200000,1,6,2,1,44
2021-02-15,store_002,8102.29,0,medium,200000,0,0,2,1,45
2021-02-16,store_002,6643.72,0,medium,200000,0,1,2,1,46
2021-02-17,store_002,7404.92,0,medium,200000,0,2,2,1,47
2021-02-18,store_002,8043.78,0,medium,200000,0,3,2,1,48
2021-02-19,store_002,7678.41,0,medium,200000,0,4,2,1,49
2021-02-20,store_002,10356.23,0,medium,200000,1,5,2,1,50
2021-02-21,store_002,9060.6,0,medium,200000,1,6,2,1,51
2021-02-22,store_002,8303.27,0,medium,200000,0,0,2,1,52
2021-02-23,store_002,7390.32,0,medium,200000,0,1,2,1,53
2021-02-24,store_002,7652.45,0,medium,200000,0,2,2,1,54
2021-02-25,store_002,8134.25,0,medium,200000,0,3,2,1,55
2021-02-26,store_002,8063.86,0,medium,200000,0,4,2,1,56
2021-02-27,store_002,10448.19,0,medium,200000,1,5,2,1,57
2021-02-28,store_002,9684.45,0,medium,200000,1,6,2,1,58
2021-03-01,store_002,7848.11,0,medium,200000,0,0,3,1,59
2021-03-02,store_002,8128.57,0,medium,200000,0,1,3,1,60
2021-03-03,store_002,7040.63,0,medium,200000,0,2,3,1,61
2021-03-04,store_002,7820.2,0,medium,200000,0,3,3,1,62
2021-03-05,store_002,8555.05,0,medium,200000,0,4,3,1,63
2021-03-06,store_002,9379.95,0,medium,200000,1,5,3,1,64
2021-03-07,store_002,12049.97,0,medium,200000,1,6,3,1,65
2021-03-08,store_002,9403.91,0,medium,200000,0,0,3,1,66
2021-03-09,store_002,7337.1,0,medium,200000,0,1,3,1,67
2021-03-10,store_002,9559.35,0,medium,200000,0,2,3,1,68
2021-03-11,store_002,8331.31,0,medium,200000,0,3,3,1,69
2021-03-12,store_002,8843.83,0,medium,200000,0,4,3,1,70
2021-03-13,store_002,10531.3,0,medium,200000,1,5,3,1,71
2021-03-14,store_002,12155.24,0,medium,200000,1,6,3,1,72
2021-03-15,store_002,14533.1,1,medium,200000,0,0,3,1,73
2021-03-16,store_002,12408.36,1,medium,200000,0,1,3,1,74
2021-03-17,store_002,16664.67,1,medium,200000,0,2,3,1,75
2021-03-18,store_002,16037.67,1,medium,200000,0,3,3,1,76
2021-03-19,store_002,13711.21,1,medium,200000,0,4,3,1,77
2021-03-20,store_002,20780.47,1,medium,200000,1,5,3,1,78
2021-03-21,store_002,18535.94,1,medium,200000,1,6,3,1,79
2021-03-22,store_002,15468.32,1,medium,200000,0,0,3,1,80
2021-03-23,store_002,18210.81,1,medium,200000,0,1,3,1,81
2021-03-24,store_002,15396.47,1,medium,200000,0,2,3,1,82
2021-03-25,store_002,13388.8,1,medium,200000,0,3,3,1,83
2021-03-26,store_002,15692.27,1,medium,200000,0,4,3,1,84
2021-03-27,store_002,21781.8,1,medium,200000,1,5,3,1,85
2021-03-28,store_002,22746.0,1,medium,200000,1,6,3,1,86
2021-03-29,store_002,17546.17,1,medium,200000,0,0,3,1,87
2021-03-30,store_002,8981.92,1,medium,200000,0,1,3,1,88
2021-03-31,store_002,14330.75,1,medium,200000,0,2,3,1,89
2021-04-01,store_002,8977.37,0,medium,200000,0,3,4,2,90
2021-04-02,store_002,8925.91,0,medium,200000,0,4,4,2,91
2021-04-03,store_002,13911.81,0,medium,200000,1,5,4,2,92
2021-04-04,store_002,12528.26,0,medium,200000,1,6,4,2,93
2021-04-05,store_002,9451.45,0,medium,200000,0,0,4,2,94
2021-04-06,store_002,10108.42,0,medium,200000,0,1,4,2,95
2021-04-07,store_002,9702.64,0,medium,200000,0,2,4,2,96
2021-04-08,store_002,8957.93,0,medium,200000,0,3,4,2,97
2021-04-09,store_002,10425.99,0,medium,200000,0,4,4,2,98
2021-04-10,store_002,10917.07,0,medium,200000,1,5,4,2,99
2021-04-11,store_002,12715.25,0,medium,200000,1,6,4,2,100
2021-04-12,store_002,8032.33,0,medium,200000,0,0,4,2,101
2021-04-13,store_002,9725.26,0,medium,200000,0,1,4,2,102
2021-04-14,store_002,9742.85,0,medium,200000,0,2,4,2,103
2021-04-15,store_002,11192.44,0,medium,200000,0,3,4,2,104
2021-04-16,store_002,8107.88,0,medium,200000,0,4,4,2,105
2021-04-17,store_002,11777.05,0,medium,200000,1,5,4,2,106
2021-04-18,store_002,13597.13,0,medium,200000,1,6,4,2,107
2021-04-19,store_002,10014.58,0,medium,200000,0,0,4,2,108
2021-04-20,store_002,9889.79,0,medium,200000,0,1,4,2,109
2021-04-21,store_002,8807.94,0,medium,200000,0,2,4,2,110
2021-04-22,store_002,9186.36,0,medium,200000,0,3,4,2,111
2021-04-23,store_002,11005.28,0,medium,200000,0,4,4,2,112
2021-04-24,store_002,12687.19,0,medium,200000,1,5,4,2,113
2021-04-25,store_002,13262.11,0,medium,200000,1,6,4,2,114
2021-04-26,store_002,9741.2,0,medium,200000,0,0,4,2,115
2021-04-27,store_002,8707.92,0,medium,200000,0,1,4,2,116
2021-04-28,store_002,10821.81,0,medium,200000,0,2,4,2,117
2021-04-29,store_002,10417.36,0,medium,200000,0,3,4,2,118
2021-04-30,store_002,12229.84,0,medium,200000,0,4,4,2,119
2021-05-01,store_002,11630.76,0,medium,200000,1,5,5,2,120
2021-05-02,store_002,14037.27,0,medium,200000,1,6,5,2,121
2021-05-03,store_002,8684.82,0,medium,200000,0,0,5,2,122
2021-05-04,store_002,10171.47,0,medium,200000,0,1,5,2,123
2021-05-05,store_002,11011.03,0,medium,200000,0,2,5,2,124
2021-05-06,store_002,7966.29,0,medium,200000,0,3,5,2,125
2021-05-07,store_002,9858.67,0,medium,200000,0,4,5,2,126
2021-05-08,store_002,12367.01,0,medium,200000,1,5,5,2,127
2021-05-09,store_002,12203.76,0,medium,200000,1,6,5,2,128
2021-05-10,store_002,10500.52,0,medium,200000,0,0,5,2,129
2021-05-11,store_002,11260.0,0,medium,200000,0,1,5,2,130
2021-05-12,store_002,10003.82,0,medium,200000,0,2,5,2,131
2021-05-13,store_002,10360.68,0,medium,200000,0,3,5,2,132
2021-05-14,store_002,10280.8,0,medium,200000,0,4,5,2,133
2021-05-15,store_002,13231.93,0,medium,200000,1,5,5,2,134
2021-05-16,store_002,11801.58,0,medium,200000,1,6,5,2,135
2021-05-17,store_002,11329.23,0,medium,200000,0,0,5,2,136
2021-05-18,store_002,10510.34,0,medium,200000,0,1,5,2,137
2021-05-19,store_002,10622.11,0,medium,200000,0,2,5,2,138
2021-05-20,store_002,9402.77,0,medium,200000,0,3,5,2,139
2021-05-21,store_002,9766.02,0,medium,200000,0,4,5,2,140
2021-05-22,store_002,13082.54,0,medium,200000,1,5,5,2,141
2021-05-23,store_002,11282.07,0,medium,200000,1,6,5,2,142
2021-05-24,store_002,8526.27,0,medium,200000,0,0,5,2,143
2021-05-25,store_002,9647.27,0,medium,200000,0,1,5,2,144
2021-05-26,store_002,10805.91,0,medium,200000,0,2,5,2,145
2021-05-27,store_002,9603.11,0,medium,200000,0,3,5,2,146
2021-05-28,store_002,9231.22,0,medium,200000,0,4,5,2,147
2021-05-29,store_002,12277.66,0,medium,200000,1,5,5,2,148
2021-05-30,store_002,12761.73,0,medium,200000,1,6,5,2,149
2021-05-31,store_002,9923.41,0,medium,200000,0,0,5,2,150
2021-06-01,store_002,12517.41,0,medium,200000,0,1,6,2,151
2021-06-02,store_002,11375.69,0,medium,200000,0,2,6,2,152
2021-06-03,store_002,11345.62,0,medium,200000,0,3,6,2,153
2021-06-04,store_002,11493.59,0,medium,200000,0,4,6,2,154
2021-06-05,store_002,12041.3,0,medium,200000,1,5,6,2,155
2021-06-06,store_002,11740.84,0,medium,200000,1,6,6,2,156
2021-06-07,store_002,9148.6,0,medium,200000,0,0,6,2,157
2021-06-08,store_002,11657.33,0,medium,200000,0,1,6,2,158
2021-06-09,store_002,9719.14,0,medium,200000,0,2,6,2,159
2021-06-10,store_002,8991.93,0,medium,200000,0,3,6,2,160
2021-06-11,store_002,9831.01,0,medium,200000,0,4,6,2,161
2021-06-12,store_002,13031.09,0,medium,200000,1,5,6,2,162
2021-06-13,store_002,13700.63,0,medium,200000,1,6,6,2,163
2021-06-14,store_002,10514.8,0,medium,200000,0,0,6,2,164
2021-06-15,store_002,9401.77,0,medium,200000,0,1,6,2,165
2021-06-16,store_002,10945.8,0,medium,200000,0,2,6,2,166
2021-06-17,store_002,9581.34,0,medium,200000,0,3,6,2,167
2021-06-18,store_002,10067.32,0,medium,200000,0,4,6,2,168
2021-06-19,store_002,14195.83,0,medium,200000,1,5,6,2,169
2021-06-20,store_002,12419.28,0,medium,200000,1,6,6,2,170
2021-06-21,store_002,9617.66,0,medium,200000,0,0,6,2,171
2021-06-22,store_002,10790.29,0,medium,200000,0,1,6,2,172
2021-06-23,store_002,9303.33,0,medium,200000,0,2,6,2,173
2021-06-24,store_002,9773.14,0,medium,200000,0,3,6,2,174
2021-06-25,store_002,10715.94,0,medium,200000,0,4,6,2,175
2021-06-26,store_002,15887.69,0,medium,200000,1,5,6,2,176
2021-06-27,store_002,13959.51,0,medium,200000,1,6,6,2,177
2021-06-28,store_002,10588.83,0,medium,200000,0,0,6,2,178
2021-06-29,store_002,10632.14,0,medium,200000,0,1,6,2,179
2021-06-30,store_002,8999.09,0,medium,200000,0,2,6,2,180
2021-07-01,store_002,18179.39,1,medium,200000,0,3,7,3,181
2021-07-02,store_002,18625.57,1,medium,200000,0,4,7,3,182
2021-07-03,store_002,23223.43,1,medium,200000,1,5,7,3,183
2021-07-04,store_002,20623.76,1,medium,200000,1,6,7,3,184
2021-07-05,store_002,20132.41,1,medium,200000,0,0,7,3,185
2021-07-06,store_002,18240.73,1,medium,200000,0,1,7,3,186
2021-07-07,store_002,17118.66,1,medium,200000,0,2,7,3,187
2021-07-08,store_002,19664.48,1,medium,200000,0,3,7,3,188
2021-07-09,store_002,17467.24,1,medium,200000,0,4,7,3,189
2021-07-10,store_002,22589.58,1,medium,200000,1,5,7,3,190
2021-07-11,store_002,21208.62,1,medium,200000,1,6,7,3,191
2021-07-12,store_002,17014.08,1,medium,200000,0,0,7,3,192
2021-07-13,store_002,15945.78,1,medium,200000,0,1,7,3,193
2021-07-14,store_002,20622.23,1,medium,200000,0,2,7,3,194
2021-07-15,store_002,16893.26,1,medium,200000,0,3,7,3,195
2021-07-16,store_002,9633.81,0,medium,200000,0,4,7,3,196
2021-07-17,store_002,11680.56,0,medium,200000,1,5,7,3,197
2021-07-18,store_002,12074.78,0,medium,200000,1,6,7,3,198
2021-07-19,store_002,9432.72,0,medium,200000,0,0,7,3,199
2021-07-20,store_002,11229.39,0,medium,200000,0,1,7,3,200
2021-07-21,store_002,10557.37,0,medium,200000,0,2,7,3,201
2021-07-22,store_002,10517.64,0,medium,200000,0,3,7,3,202
2021-07-23,store_002,9947.31,0,medium,200000,0,4,7,3,203
2021-07-24,store_002,11046.2,0,medium,200000,1,5,7,3,204
2021-07-25,store_002,12349.19,0,medium,200000,1,6,7,3,205
2021-07-26,store_002,10434.73,0,medium,200000,0,0,7,3,206
2021-07-27,store_002,8290.62,0,medium,200000,0,1,7,3,207
2021-07-28,store_002,10057.83,0,medium,200000,0,2,7,3,208
2021-07-29,store_002,11617.18,0,medium,200000,0,3,7,3,209
2021-07-30,store_002,10396.78,0,medium,200000,0,4,7,3,210
2021-07-31,store_002,13903.06,0,medium,200000,1,5,7,3,211
2021-08-01,store_002,12407.6,0,medium,200000,1,6,8,3,212
2021-08-02,store_002,10211.9,0,medium,200000,0,0,8,3,213
2021-08-03,store_002,8614.48,0,medium,200000,0,1,8,3,214
2021-08-04,store_002,9986.62,0,medium,200000,0,2,8,3,215
2021-08-05,store_002,9823.18,0,medium,200000,0,3,8,3,216
2021-08-06,store_002,9455.4,0,medium,200000,0,4,8,3,217
2021-08-07,store_002,13472.0,0,medium,200000,1,5,8,3,218
2021-08-08,store_002,11225.25,0,medium,200000,1,6,8,3,219
2021-08-09,store_002,8924.79,0,medium,200000,0,0,8,3,220
2021-08-10,store_002,9149.59,0,medium,200000,0,1,8,3,221
2021-08-11,store_002,8101.16,0,medium,200000,0,2,8,3,222
2021-08-12,store_002,9202.92,0,medium,200000,0,3,8,3,223
2021-08-13,store_002,7424.98,0,medium,200000,0,4,8,3,224
2021-08-14,store_002,12829.46,0,medium,200000,1,5,8,3,225
2021-08-15,store_002,19793.74,1,medium,200000,1,6,8,3,226
2021-08-16,store_002,14864.68,1,medium,200000,0,0,8,3,227
2021-08-17,store_002,17414.17,1,medium,200000,0,1,8,3,228
2021-08-18,store_002,13933.06,1,medium,200000,0,2,8,3,229
2021-08-19,store_002,15175.76,1,medium,200000,0,3,8,3,230
2021-08-20,store_002,15968.33,1,medium,200000,0,4,8,3,231
2021-08-21,store_002,22488.49,1,medium,200000,1,5,8,3,232
2021-08-22,store_002,15252.16,1,medium,200000,1,6,8,3,233
2021-08-23,store_002,17758.85,1,medium,200000,0,0,8,3,234
2021-08-24,store_002,20367.41,1,medium,200000,0,1,8,3,235
2021-08-25,store_002,12531.92,1,medium,200000,0,2,8,3,236
2021-08-26,store_002,12534.64,1,medium,200000,0,3,8,3,237
2021-08-27,store_002,17090.09,1,medium,200000,0,4,8,3,238
2021-08-28,store_002,21224.83,1,medium,200000,1,5,8,3,239
2021-08-29,store_002,16942.3,1,medium,200000,1,6,8,3,240
2021-08-30,store_002,16386.66,1,medium,200000,0,0,8,3,241
2021-08-31,store_002,13780.79,1,medium,200000,0,1,8,3,242
2021-09-01,store_002,8864.62,0,medium,200000,0,2,9,3,243
2021-09-02,store_002,8641.61,0,medium,200000,0,3,9,3,244
2021-09-03,store_002,7370.39,0,medium,200000,0,4,9,3,245
2021-09-04,store_002,9847.51,0,medium,200000,1,5,9,3,246
2021-09-05,store_002,11373.5,0,medium,200000,1,6,9,3,247
2021-09-06,store_002,7959.79,0,medium,200000,0,0,9,3,248
2021-09-07,store_002,9406.49,0,medium,200000,0,1,9,3,249
2021-09-08,store_002,8487.43,0,medium,200000,0,2,9,3,250
2021-09-09,store_002,7656.58,0,medium,200000,0,3,9,3,251
2021-09-10,store_002,8005.98,0,medium,200000,0,4,9,3,252
2021-09-11,store_002,10439.99,0,medium,200000,1,5,9,3,253
2021-09-12,store_002,9577.76,0,medium,200000,1,6,9,3,254
2021-09-13,store_002,7190.47,0,medium,200000,0,0,9,3,255
2021-09-14,store_002,8431.56,0,medium,200000,0,1,9,3,256
2021-09-15,store_002,8508.61,0,medium,200000,0,2,9,3,257
2021-09-16,store_002,8283.8,0,medium,200000,0,3,9,3,258
2021-09-17,store_002,8957.7,0,medium,200000,0,4,9,3,259
2021-09-18,store_002,9524.17,0,medium,200000,1,5,9,3,260
2021-09-19,store_002,11705.85,0,medium,200000,1,6,9,3,261
2021-09-20,store_002,6988.53,0,medium,200000,0,0,9,3,262
2021-09-21,store_002,6873.54,0,medium,200000,0,1,9,3,263
2021-09-22,store_002,6275.47,0,medium,200000,0,2,9,3,264
2021-09-23,store_002,7245.75,0,medium,200000,0,3,9,3,265
2021-09-24,store_002,7171.65,0,medium,200000,0,4,9,3,266
2021-09-25,store_002,10290.89,0,medium,200000,1,5,9,3,267
2021-09-26,store_002,9973.49,0,medium,200000,1,6,9,3,268
2021-09-27,store_002,6568.49,0,medium,200000,0,0,9,3,269
2021-09-28,store_002,7135.8,0,medium,200000,0,1,9,3,270
2021-09-29,store_002,7122.26,0,medium,200000,0,2,9,3,271
2021-09-30,store_002,6058.52,0,medium,200000,0,3,9,3,272
2021-10-01,store_002,6617.27,0,medium,200000,0,4,10,4,273
2021-10-02,store_002,8767.4,0,medium,200000,1,5,10,4,274
2021-10-03,store_002,10818.06,0,medium,200000,1,6,10,4,275
2021-10-04,store_002,7388.04,0,medium,200000,0,0,10,4,276
2021-10-05,store_002,7698.8,0,medium,200000,0,1,10,4,277
2021-10-06,store_002,6114.54,0,medium,200000,0,2,10,4,278
2021-10-07,store_002,8020.14,0,medium,200000,0,3,10,4,279
2021-10-08,store_002,8065.62,0,medium,200000,0,4,10,4,280
2021-10-09,store_002,7395.8,0,medium,200000,1,5,10,4,281
2021-10-10,store_002,8558.58,0,medium,200000,1,6,10,4,282
2021-10-11,store_002,7406.57,0,medium,200000,0,0,10,4,283
2021-10-12,store_002,7483.79,0,medium,200000,0,1,10,4,284
2021-10-13,store_002,6529.87,0,medium,200000,0,2,10,4,285
2021-10-14,store_002,6766.76,0,medium,200000,0,3,10,4,286
2021-10-15,store_002,6539.77,0,medium,200000,0,4,10,4,287
2021-10-16,store_002,9109.73,0,medium,200000,1,5,10,4,288
2021-10-17,store_002,10054.18,0,medium,200000,1,6,10,4,289
2021-10-18,store_002,6352.9,0,medium,200000,0,0,10,4,290
2021-10-19,store_002,7547.31,0,medium,200000,0,1,10,4,291
2021-10-20,store_002,6303.65,0,medium,200000,0,2,10,4,292
2021-10-21,store_002,6238.37,0,medium,200000,0,3,10,4,293
2021-10-22,store_002,7350.75,0,medium,200000,0,4,10,4,294
2021-10-23,store_002,9617.31,0,medium,200000,1,5,10,4,295
2021-10-24,store_002,9526.15,0,medium,200000,1,6,10,4,296
2021-10-25,store_002,5846.86,0,medium,200000,0,0,10,4,297
2021-10-26,store_002,6400.35,0,medium,200000,0,1,10,4,298
2021-10-27,store_002,7244.97,0,medium,200000,0,2,10,4,299
2021-10-28,store_002,6703.21,0,medium,200000,0,3,10,4,300
2021-10-29,store_002,5942.62,0,medium,200000,0,4,10,4,301
2021-10-30,store_002,9027.47,0,medium,200000,1,5,10,4,302
2021-10-31,store_002,7994.33,0,medium,200000,1,6,10,4,303
2021-11-01,store_002,7791.98,0,medium,200000,0,0,11,4,304
2021-11-02,store_002,7608.65,0,medium,200000,0,1,11,4,305
2021-11-03,store_002,6972.36,0,medium,200000,0,2,11,4,306
2021-11-04,store_002,7453.21,0,medium,200000,0,3,11,4,307
2021-11-05,store_002,6588.5,0,medium,200000,0,4,11,4,308
2021-11-06,store_002,9142.14,0,medium,200000,1,5,11,4,309
2021-11-07,store_002,9727.45,0,medium,200000,1,6,11,4,310
2021-11-08,store_002,6666.48,0,medium,200000,0,0,11,4,311
2021-11-09,store_002,6329.03,0,medium,200000,0,1,11,4,312
2021-11-10,store_002,5378.21,0,medium,200000,0,2,11,4,313
2021-11-11,store_002,6418.78,0,medium,200000,0,3,11,4,314
2021-11-12,store_002,6994.51,0,medium,200000,0,4,11,4,315
2021-11-13,store_002,9181.85,0,medium,200000,1,5,11,4,316
2021-11-14,store_002,8799.38,0,medium,200000,1,6,11,4,317
2021-11-15,store_002,6086.99,0,medium,200000,0,0,11,4,318
2021-11-16,store_002,5156.92,0,medium,200000,0,1,11,4,319
2021-11-17,store_002,6102.38,0,medium,200000,0,2,11,4,320
2021-11-18,store_002,6218.53,0,medium,200000,0,3,11,4,321
2021-11-19,store_002,6207.23,0,medium,200000,0,4,11,4,322
2021-11-20,store_002,8837.92,0,medium,200000,1,5,11,4,323
2021-11-21,store_002,9968.38,0,medium,200000,1,6,11,4,324
2021-11-22,store_002,11336.13,1,medium,200000,0,0,11,4,325
2021-11-23,store_002,11477.33,1,medium,200000,0,1,11,4,326
2021-11-24,store_002,11099.56,1,medium,200000,0,2,11,4,327
2021-11-25,store_002,12027.55,1,medium,200000,0,3,11,4,328
2021-11-26,store_002,12292.84,1,medium,200000,0,4,11,4,329
2021-11-27,store_002,14321.68,1,medium,200000,1,5,11,4,330
2021-11-28,store_002,12801.25,1,medium,200000,1,6,11,4,331
2021-11-29,store_002,5677.18,0,medium,200000,0,0,11,4,332
2021-11-30,store_002,6659.64,0,medium,200000,0,1,11,4,333
2021-12-01,store_002,6242.32,0,medium,200000,0,2,12,4,334
2021-12-02,store_002,5312.36,0,medium,200000,0,3,12,4,335
2021-12-03,store_002,6694.75,0,medium,200000,0,4,12,4,336
2021-12-04,store_002,7114.14,0,medium,200000,1,5,12,4,337
2021-12-05,store_002,8432.03,0,medium,200000,1,6,12,4,338
2021-12-06,store_002,6554.06,0,medium,200000,0,0,12,4,339
2021-12-07,store_002,6974.03,0,medium,200000,0,1,12,4,340
2021-12-08,store_002,7555.09,0,medium,200000,0,2,12,4,341
2021-12-09,store_002,5543.11,0,medium,200000,0,3,12,4,342
2021-12-10,store_002,6392.55,0,medium,200000,0,4,12,4,343
2021-12-11,store_002,8133.13,0,medium,200000,1,5,12,4,344
2021-12-12,store_002,8738.47,0,medium,200000,1,6,12,4,345
2021-12-13,store_002,6590.62,0,medium,200000,0,0,12,4,346
2021-12-14,store_002,6233.34,0,medium,200000,0,1,12,4,347
2021-12-15,store_002,10094.52,1,medium,200000,0,2,12,4,348
2021-12-16,store_002,12873.62,1,medium,200000,0,3,12,4,349
2021-12-17,store_002,11903.39,1,medium,200000,0,4,12,4,350
2021-12-18,store_002,13086.43,1,medium,200000,1,5,12,4,351
2021-12-19,store_002,13939.84,1,medium,200000,1,6,12,4,352
2021-12-20,store_002,11269.47,1,medium,200000,0,0,12,4,353
2021-12-21,store_002,13835.62,1,medium,200000,0,1,12,4,354
2021-12-22,store_002,12415.75,1,medium,200000,0,2,12,4,355
2021-12-23,store_002,9651.33,1,medium,200000,0,3,12,4,356
2021-12-24,store_002,14234.6,1,medium,200000,0,4,12,4,357
2021-12-25,store_002,13365.83,1,medium,200000,1,5,12,4,358
2021-12-26,store_002,12070.92,1,medium,200000,1,6,12,4,359
2021-12-27,store_002,13778.83,1,medium,200000,0,0,12,4,360
2021-12-28,store_002,12814.71,1,medium,200000,0,1,12,4,361
2021-12-29,store_002,11067.84,1,medium,200000,0,2,12,4,362
2021-12-30,store_002,13257.12,1,medium,200000,0,3,12,4,363
2021-12-31,store_002,9958.78,1,medium,200000,0,4,12,4,364
2022-01-01,store_002,8012.26,0,medium,200000,1,5,1,1,365
2022-01-02,store_002,8311.36,0,medium,200000,1,6,1,1,366
2022-01-03,store_002,7166.11,0,medium,200000,0,0,1,1,367
2022-01-04,store_002,6733.07,0,medium,200000,0,1,1,1,368
2022-01-05,store_002,6776.21,0,medium,200000,0,2,1,1,369
2022-01-06,store_002,7751.68,0,medium,200000,0,3,1,1,370
2022-01-07,store_002,6396.43,0,medium,200000,0,4,1,1,371
2022-01-08,store_002,10641.14,0,medium,200000,1,5,1,1,372
2022-01-09,store_002,8396.79,0,medium,200000,1,6,1,1,373
2022-01-10,store_002,7010.9,0,medium,200000,0,0,1,1,374
